تاریخ,ساعت,مسابقات,فصل,عنوان,حریف,گل زده,گل خورده,تفاضل گل,امتیاز,بازی در خانه,لینک بازی
1401/03/09,19:00,لیگ برتر ایران,1400-1401,هفته 30,نفت مسجدسلیمان,0,0,0,1,1,https://video.varzesh3.com/video/252859/
1401/05/21,19:00,لیگ برتر ایران,1401-1402,هفته 1,سپاهان,0,2,-2,0,1,https://video.varzesh3.com/video/257276/
1401/05/27,19:00,لیگ برتر ایران,1401-1402,هفته 2,ملوان,3,1,2,3,0,https://video.varzesh3.com/video/257794/
1401/06/03,19:00,لیگ برتر ایران,1401-1402,هفته 3,مس کرمان,1,0,1,3,1,https://video.varzesh3.com/video/258360/
1401/06/08,20:30,لیگ برتر ایران,1401-1402,هفته 4,نفت مسجدسلیمان,0,0,0,1,0,https://video.varzesh3.com/video/258908/
1401/06/15,19:00,لیگ برتر ایران,1401-1402,هفته 5,پیکان,0,0,0,1,1,https://video.varzesh3.com/video/259592/
1401/06/19,17:30,لیگ برتر ایران,1401-1402,هفته 6,نساجی مازندران,3,1,2,3,1,https://video.varzesh3.com/video/259942/
1401/07/09,18:30,لیگ برتر ایران,1401-1402,هفته 7,گل گهر سیرجان,2,1,1,3,0,https://video.varzesh3.com/video/261201/
1401/07/15,17:00,لیگ برتر ایران,1401-1402,هفته 8,فولاد,1,1,0,1,1,https://video.varzesh3.com/video/261639/
1401/07/22,17:30,لیگ برتر ایران,1401-1402,هفته 9,ذوب آهن,1,0,1,3,0,https://video.varzesh3.com/video/262114/
1401/07/29,17:00,لیگ برتر ایران,1401-1402,هفته 10,آلومینیوم اراک,0,0,0,1,1,https://video.varzesh3.com/video/262580/
1401/08/06,16:00,لیگ برتر ایران,1401-1402,هفته 11,هوادار,1,0,1,3,0,https://video.varzesh3.com/video/263120/
1401/08/11,16:00,سوپرجام ایران,,سوپرجام ایران,نساجی مازندران,1,0,1,3,1,https://video.varzesh3.com/video/263525/
1401/09/29,17:30,لیگ برتر ایران,1401-1402,هفته 12,پرسپولیس,2,2,0,1,1,https://video.varzesh3.com/video/267826/
1401/10/04,18:00,لیگ برتر ایران,1401-1402,هفته 13,صنعت نفت آبادان,1,0,1,3,0,https://video.varzesh3.com/video/268208/
1401/10/09,15:00,لیگ برتر ایران,1401-1402,هفته 14,مس رفسنجان,0,0,0,1,1,https://video.varzesh3.com/video/268541/
1401/10/16,14:00,لیگ برتر ایران,1401-1402,هفته 15,تراکتور,0,2,-2,0,0,https://video.varzesh3.com/video/269186/
1401/10/22,15:00,جام حذفی ایران,1401-1402,یک شانزدهم,تراکتور,2,1,1,3,1,https://video.varzesh3.com/video/269752/
1401/10/29,16:30,لیگ برتر ایران,1401-1402,هفته 16,سپاهان,1,2,-1,0,0,https://video.varzesh3.com/video/270282/
1401/11/06,15:00,لیگ برتر ایران,1401-1402,هفته 17,ملوان,4,0,4,3,1,https://video.varzesh3.com/video/270827/
